user,service,value,contextValue,s
qpzNDzybrsi,expresso,1.0,2,http://ontologies/interactioncontext#interactionseq430
qpzNDzybrsi,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq430
2qDLEBNv,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq431
2qDLEBNv,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq431
2qDLEBNv,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq431
P5BAwzTfB,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq432
P5BAwzTfB,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq432
P5BAwzTfB,hazelnut_cappuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq432
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq433
Vhpk5shpkk,decaffeinated,1.0,2,http://ontologies/interactioncontext#interactionseq433
Vhpk5shpkk,decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq433
jb1CjU1HF,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq434
jb1CjU1HF,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq434
jb1CjU1HF,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq434
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq435
CuAgSlJwl,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq435
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq435
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq436
gKUuuzg9,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq436
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq436
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq437
93xlxT,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq437
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq437
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq438
D6F0qp7s7,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq438
D6F0qp7s7,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq438
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq439
5pVcV5V,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq439
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq439
FmxgvxmU,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq44
FmxgvxmU,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq44
FmxgvxmU,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq44
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq440
gKUuuzg9,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq440
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq440
ymETMF4M4,capuccino,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq441
ymETMF4M4,capuccino,1.0,3,http://ontologies/interactioncontext#interactionseq441
ymETMF4M4,capuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq441
2qDLEBNv,long_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq442
2qDLEBNv,long_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq442
2qDLEBNv,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq442
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq443
5pVcV5V,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq443
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq443
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq444
gKUuuzg9,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq444
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq444
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq445
CuAgSlJwl,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq445
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq445
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq446
Vhpk5shpkk,decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq446
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq446
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq447
FmxgvxmU,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq447
FmxgvxmU,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq447
Vhpk5shpkk,arabiar tea,1.0,supervisor,http://ontologies/interactioncontext#interactionseq448
Vhpk5shpkk,arabiar tea,1.0,3,http://ontologies/interactioncontext#interactionseq448
Vhpk5shpkk,arabiar tea,1.0,t2,http://ontologies/interactioncontext#interactionseq448
ymETMF4M4,long_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq449
ymETMF4M4,long_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq449
ymETMF4M4,long_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq449
FmxgvxmU,capuccino decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq45
FmxgvxmU,capuccino decaffeinated,1.0,4,http://ontologies/interactioncontext#interactionseq45
FmxgvxmU,capuccino decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq45
CkfZksM2rBrL,cortado,1.0,supervisor,http://ontologies/interactioncontext#interactionseq450
CkfZksM2rBrL,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq450
CkfZksM2rBrL,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq450
jb1CjU1HF,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq451
jb1CjU1HF,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq451
jb1CjU1HF,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq451
qpzNDzybrsi,expresso,1.0,administrative,http://ontologies/interactioncontext#interactionseq452
qpzNDzybrsi,expresso,1.0,3,http://ontologies/interactioncontext#interactionseq452
qpzNDzybrsi,expresso,1.0,t2,http://ontologies/interactioncontext#interactionseq452
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq453
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq453
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq453
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq454
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq454
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq454
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq455
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq455
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq455
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq456
D6F0qp7s7,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq456
D6F0qp7s7,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq456
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq457
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq457
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq457
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq458
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq458
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq458
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq459
93xlxT,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq459
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq459
CuAgSlJwl,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq46
CuAgSlJwl,expresso,1.0,4,http://ontologies/interactioncontext#interactionseq46
CuAgSlJwl,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq46
qpzNDzybrsi,expresso,1.0,administrative,http://ontologies/interactioncontext#interactionseq460
qpzNDzybrsi,expresso,1.0,4,http://ontologies/interactioncontext#interactionseq460
qpzNDzybrsi,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq460
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq461
IQtg13hB,expresso,1.0,4,http://ontologies/interactioncontext#interactionseq461
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq461
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq462
Vhpk5shpkk,decaffeinated,1.0,4,http://ontologies/interactioncontext#interactionseq462
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq462
P5BAwzTfB,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq463
P5BAwzTfB,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq463
P5BAwzTfB,hazelnut_cappuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq463
Vhpk5shpkk,arabiar tea,1.0,supervisor,http://ontologies/interactioncontext#interactionseq464
Vhpk5shpkk,arabiar tea,1.0,4,http://ontologies/interactioncontext#interactionseq464
Vhpk5shpkk,arabiar tea,1.0,t2,http://ontologies/interactioncontext#interactionseq464
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq465
CuAgSlJwl,milk_coffee,1.0,5,http://ontologies/interactioncontext#interactionseq465
CuAgSlJwl,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq465
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq466
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq466
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq466
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq467
5pVcV5V,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq467
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq467
2qDLEBNv,long_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq468
2qDLEBNv,long_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq468
2qDLEBNv,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq468
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq469
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq469
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq469
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq47
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq47
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq47
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq470
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq470
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq470
2qDLEBNv,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq471
2qDLEBNv,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq471
2qDLEBNv,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq471
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq472
Vhpk5shpkk,decaffeinated,1.0,0,http://ontologies/interactioncontext#interactionseq472
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq472
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq473
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq473
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq473
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq474
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq474
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq474
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq475
CuAgSlJwl,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq475
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq475
TRFKSXv,expresso,1.0,supervisor,http://ontologies/interactioncontext#interactionseq476
TRFKSXv,expresso,1.0,0,http://ontologies/interactioncontext#interactionseq476
TRFKSXv,expresso,1.0,t2,http://ontologies/interactioncontext#interactionseq476
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq478
5pVcV5V,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq478
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq478
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq479
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq479
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq479
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq48
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq48
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq48
2qDLEBNv,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq480
2qDLEBNv,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq480
2qDLEBNv,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq480
qpzNDzybrsi,expresso,1.0,administrative,http://ontologies/interactioncontext#interactionseq481
qpzNDzybrsi,expresso,1.0,1,http://ontologies/interactioncontext#interactionseq481
qpzNDzybrsi,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq481
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq482
IQtg13hB,expresso,1.0,1,http://ontologies/interactioncontext#interactionseq482
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq482
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq483
D6F0qp7s7,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq483
D6F0qp7s7,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq483
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq484
5pVcV5V,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq484
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq484
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq485
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq485
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq485
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq486
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq486
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq486
P5BAwzTfB,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq487
P5BAwzTfB,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq487
P5BAwzTfB,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq487
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq488
5pVcV5V,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq488
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq488
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq489
CuAgSlJwl,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq489
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq489
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq49
gKUuuzg9,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq49
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq49
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq490
93xlxT,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq490
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq490
M8TX69h8,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq491
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq491
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq491
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq492
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq492
